legacyCode,title,mainCategoryLegacyCode,subCategoryLegacyCode,unit,unitCost,quantity
10101001,وحدة تبريد 8/5ح - R134 امريكى,01,01,count,628.6,2
10101002,وحدة تبريد 2/1ح - R134 - تكموسيد,01,01,count,0,3
10101003,وحدة تبريد 4/3 - R134 - تكموسيد,01,01,count,18720,2
10102001,كباس 1/ 3ح دانفوس R134,01,02,count,4025,2
10102002,كباس 1 حصان تيكموسي 404 R,01,02,count,,0
10102003,كباس 3/4 حصان دانفوس 143 R,01,02,count,,0
10102004,كباس 1/2 حصان دانفوس 134 R,01,02,count,,0
10102005,كباس 3/4 حصان دانفوس 404 R,01,02,count,,0
10102006,كباس 3/4 حصان دانفوس 134 R,01,02,count,,0
10102007,كباس 3 حصان,01,02,count,,0
10102008,كباس 1/2 حصان 404 R,01,02,,,0
10102009,كباس 2 1/4 حصان,01,02,,,0
10103001,"كويل 22ماسورة 37 سم ماسورة نحاس 8/3 """,01,03,count,140,22
10103002,كويل فريجابون XR 122,01,03,count,9800,2
10103003,كويل فريجابول EVB 20 بالسخان 6 مم 300وات فرنساوى,01,03,count,1470,1
10103004,كويل ايكو 135,01,03,count,,0
10103005,كويل ايكو 60,01,03,count,,0
10103006,كويل ايكو 154,01,03,count,,0
10103007,كويل ماركوا 2 مروحه,01,03,,,0
10103008,كويل سلونيت 3/8,01,03,,,0
10103009,كويل ايكو تركي مروحه,01,03,,,0
10103010,كويل ايكو 130,01,03,,,0
10103011,سخان كويل ايكو 130,01,03,,,0
10104001,مكثف 1/ 2ح فريجابون,01,04,count,185,3
10104002,مكثف 1ح مائى SS22,01,04,count,450,4
10104003,مكثف 1/ 4ح مستورد,01,04,count,75,6
10104004,مكثف مياه ST610 تايوانى,01,04,count,363.64,3
10104005,مكثف مياه DJ20 تايوانى,01,04,count,450,2
10104006,مكثف 1 حصان,01,04,count,,0
10104007,مكثف 3/4 حصان,01,04,count,,0
10104008,مكثف 1/2 حصان,01,04,count,,0
10104009,مكثف 3 حصان,01,04,,,0
10105001,مروحه كوندنسر 110فولت أمريكى,01,05,count,225,8
10105002,مروحه 30 سم,01,05,count,,0
10105003,مروحه 25 كامله,01,05,count,,0
10105004,مروحه 10 وات كامله,01,05,count,,0
10105005,مروحه 45 سم,01,05,,,0
10106001,شبكه مروحه كويل سلك محلى,01,06,count,13,75
10106002,"سلونيت دانفوس 2/1"" رباط 220 فولت",01,06,count,2633.9,1
10106003,فلتر رباط 2/1,01,06,count,0,1
10106004,ترموستات تجميد مياه رانكو,01,06,count,12,7
10106005,لوبرسرستات دانفوس KP1,01,06,count,95,3
10106006,لوبرسرستات دانفوس لزوم ماتورمياة,01,06,count,650,1
10106007,هاى ولوبرستات دانفوس HPH,01,06,count,130,2
10106008,تايمر ايطالى 5 طرف (مستعمل),01,06,count,0,1
10106009,ترموستات بالترمومتر و التايمر ديجيتال ديكسل XR60 ايطالى,01,06,count,750,6
10106010,ترمومتر ديجيتال 220فولت ايطالى,01,06,count,155,1
10106011,تايمر ليجراند 24 ساعة,01,06,count,1500,19
10106012,سخان حرف U هوائى 100سم 8مم 450 وات,01,06,count,115,3
10106013,اكسبنشن ابرة 1.5دانفوس,01,06,count,170,2
10106014,اكسبنشن بدون ابرة دانفوس R502,01,06,count,175,4
10106015,اكسبنشن ابرة دانفوس R12,01,06,count,0,2
10106016,لفه كابلرى 0.70 ايطالى,01,06,count,2,210
10106017,ميكروسوتش ثلاجة مستورد بالصامولة ايطالى,01,06,count,4,414
10106018,اسطوانه فريون R141,01,06,count,0,1
10106019,اسطوانه فريون R502,01,06,count,1000,3
10106020,لفة ماسورة نحاس 4/1,01,06,count,89.7,45
10106021,ريليه ثلاجة 3/1ح دانفوس,01,06,count,25,5
10106022,ريليه ثلاجه 1ح,01,06,count,25,5
10106023,مجموعة كباس 4/3 ح دانفوس R134,01,06,count,275,4
10106024,وصلة مرنة 8/7,01,06,count,1625,3
10106025,خزان 1 لتر تايوانى,01,06,count,155,1
10106026,وحدة تبريد 8متر - V220,01,06,count,0,1
10106027,وحدة تبريد 7متر - V220,01,06,count,0,1
10106028,ماتور مروحة تكالتب,01,06,count,1170,1
10106029,وصله لو بيشر ستات,01,06,count,,0
10106030,لفه كابلري 49.,01,06,count,,0
10106031,لفه نحاس 3/8,01,06,count,,0
10106032,خرطوم عازل اسود,01,06,count,,0
10106033,لفه مواسير نحاس 3/8,01,06,count,,0
10106034,ميكروسيتش بسلكه,01,06,count,,0
10106035,لفه كابلري 0.55,01,06,count,,0
10106036,لفه مواسير نحاس 5/16,01,06,count,,0
10106037,اسطوانه فريون 3 ك R404,01,06,count,,0
10106038,اسطوانه فريون 3ك R134,01,06,count,,0
10106039,اويل تراب 5/8 نحاس,01,06,count,,0
10106040,فريون 134 R,01,06,count,,0
10106041,ترموديسك 2 طرف,01,06,count,,0
10106042,سلونيت دانفوس 3/8,01,06,count,,0
10106043,اكسبنشن بوصله معدله,01,06,count,,0
10106044,خزان 6 لتر 3 حصان,01,06,count,,0
10106045,وصله مرنه 5/8,01,06,count,,0
10106046,لفه مواسير نحاس 1/2,01,06,count,,0
10106047,لفه مواسير نحاس 5/8,01,06,count,,0
10106048,وصله مرنه 8/13,01,06,count,,0
10106049,اسطوانه فريون 22 R,01,06,count,,0
10106050,لفه مواسير نحاس 7/8,01,06,,,0
10107001,بلف شحن نحاس,01,07,count,,0
10107002,زجاجه بيان 3/8,01,07,count,,0
10107003,ابره اكسجين,01,07,count,,0
10107004,كارته ميراكوا كاري,01,07,count,,0
10107005,كونتاكتور حسب الكباس,01,07,,,0
10107006,مكثف حسب الكباس,01,07,,,0
10201001,بلاطه مستديرة 2000وات قطر 19سم 220فولت المانى,02,01,count,80,35
10201002,بلاطه مربعه 30×30سم 3000وات 380فولت عادة,02,01,count,1400,35
10201003,3000وات 220فولت SST بلاطه مربعه تركى 30 30× 30 فريم,02,01,count,800,1
10201004,3000وات 380فولت SST بلاطه مربعه المانى 30 × 30 فريم س/س,02,01,count,10500,12
10201005,بلاطة مربعة 30×30سم 4000وات 380فولت المانى,02,01,count,0,8
10201006,بلاطة مستديرة قطر 18 سم 1.5ك المانى 1500وات,02,01,count,462,17
10201007,بلاطه مستديرة قطر 19سم 1500وات 220فولت المانى,02,01,count,125,12
10201008,4000وات 380فولت SST بلاطــه مربعه تركى 30 × 30 فريم,02,01,count,7149.99,1
10201009,بلاطة فرن بيتزا حرارى سيراميك ابعاد 91×61×3سم,02,01,count,735,1
10201010,بلاطة مستديرة قطر 22 سم 2600 380فولت المانى,02,01,count,21120,8
10201011,بلاطة مستديرة قطر 22 سم 2600 220فولت المانى,02,01,count,1150,6
10201012,بلاطة مربعة 30×30سم 3000وات 380فولت تركى بفريم س/س,02,01,count,7147.97,42
10201013,بلاطة مربعة 30×30سم 4500وات 380فولت بفريم س/س تركى,02,01,count,1050,17
10201014,بلاطة مستديرة قطر 22 سم 2000 220فولت المانى,02,01,,,0
10202001,هيتر 1 متر - 380 فولت,02,02,count,840,12
10202002,هيتر خط 70 - 1250فولت - 1200وات المانى,02,02,count,660,2
10202003,هيتر 8مم 150سم - 380فولت,02,02,count,0,7
10202004,هيتر 250 سم 2500 وات 8مم - 380 فولت المانى,02,02,count,590,6
10202005,هيتر 130سم س/س 440فولت,02,02,count,300,10
10202006,هيتر 2 متر 8مم - 220 فولت س/س - المانى,02,02,count,1170,49
10202007,هيتر 150سم - 220 فولت,02,02,count,720,15
10202008,هيتر 180سم 8 مم المانى,02,02,count,800,36
10202009,هيتر 2.5م - 8مم,02,02,count,1139.6,5
10202010,هيتر 130سم 8 مم220 فولت المانى,02,02,count,273,15
10202011,هيتر 160سم 8مم,02,02,count,500,3
10202012,هيتر 100سم - 8 مم - المانى,02,02,count,670,40
10202013,"هيتر 2 "" لحلة بولينج 7.5 ك فلانشة المانى",02,02,count,2500,5
10202014,"2""هيتر قلايه زيت 9ك - 380فولت بفلانشه س/س",02,02,count,5355,8
10202015,هيتر قلايه زيت 4ك وات 220فولت فلانشه SST,02,02,count,2340,7
10202016,هيتر قلايه زيت 2ك - فلانشة س/س,02,02,count,850,5
10202017,(هيتر بان مارى 2000وات مشط (عينة,02,02,count,70,1
10202018,هيتر هوائى 8مم 120سم,02,02,count,660,20
10202019,(هيتر 60سم 2000وات بالاكور (عينة,02,02,count,520,1
10202020,هيتر مشط بان مارى 1950وات - س/س -المانى,02,02,count,700,88
10202021,( هيتر شواية جريل 225 وات (عينة,02,02,count,455,1
10202022,هيتر شوايه جريل 1800وات 220فولت س/س المانى,02,02,count,1170,78
10202023,هيتر شواية جريل 1600 وات,02,02,count,0,3
10202024,هيتر سلمندر 8مم - 1600وات,02,02,count,75,4
10202025,سخان 8وات,02,02,count,14,18
10202026,سخان 3ك - 8 مم لوفال,02,02,count,175,2
10202027,وحدة تسخين 5660وات - 220فولت - س/س 8مم المانى,02,02,count,850,1
10202028,سخان فرن كونفكشن 3600وات,02,02,count,360,2
10202029,سخان 3ك وات 8 مم لوفال فنلندى,02,02,count,200,6
10202030,هيتر حلة قلاب 1200وات 1 لتر - س/س - المانى,02,02,count,830,1
10202031,هيتر حرف دبيو 8مم - 2ك لزوم حلة قلاب,02,02,count,300,8
10202032,هيتر شوية شاورمة 2ك المانى,02,02,count,230,3
10202033,هيتر بان مارى كبير,02,02,count,18,126
10202034,هيتر شوية شاورمة 900وات المانى,02,02,count,175,4
10202035,عنصر تسخين مائى 2 ك 380فولت محلى,02,02,count,125,4
10202036,هيتر شاورمة 6 مم 1300 وات 220 فولت المانى,02,02,count,760,26
10202037,"سخان 9ك وات بفلانشه 1.5""3عنصر 8مم ألمانى",02,02,count,290,6
10202038,هيتر قلاية 7.5ك,02,02,count,2500,2
10202039,وحدة تسجين كاملة مستوردة شاملة الكابل وترموستات ديجتال,02,02,count,0,2
10202040,هيتر شوايه جريل 2 ك,02,02,count,,0
10202041,سخان درين 2 متر,02,02,count,,0
10202042,هيتر مشط بالكور 3 ك,02,02,count,,0
10202043,هيتر 120 سم,02,02,count,,0
10202044,هيتر 190 سم,02,02,count,,0
10202045,هيتر قلايه زيت 7.5 ك حسب العينه,02,02,count,,0
10202046,هيتر زيت 9 ك,02,02,count,,0
10202047,هيتر 140 سم,02,02,count,,0
10202048,سخان باب سليكون,02,02,count,,0
10202049,هيتر 110 سم 220,02,02,count,,0
10202050,هيتر 125 سم 220,02,02,,,0
10202051,هيتر شاورمة 8مم 1300 وات 220 فولت المانى,02,02,,,0
10202052,هيتر درين 3 متر,02,02,,,0
10202053,هيتر بان سيلكتور 5.5,02,02,,,0
10202054,هيتر 110 سم 380,02,02,,,0
10203001,سفتى ترموستات 3فاز 360درجه 380فولت ثلاثى المانى,02,03,count,1300,13
10203002,سمرستات سلمندر220 فولت المانى,02,03,count,500,25
10203003,ترموستات 30 / 110 220فولت احادى,02,03,count,950,9
10203004,ترموستات 100 /180 س/س 220فولت احادى المانى,02,03,count,895,17
10203005,ترموستات 50 / 300 - 220فولت احادى المانى,02,03,count,630,64
10203006,ترموستات 100 / 300 /380 فولت المانى,02,03,count,175,15
10203007,ترموستات 100 / 180 /380 فولت المانى,02,03,count,340,65
10203008,ثرموستات سفتى 3فاز 325 درجة 380فولت,02,03,count,165,8
10203009,ترموستات ديجيتال 974,02,03,,,0
10203010,سيفتي ترموستات لحمام سباحه,02,03,,,0
10203011,ترموستات 40 درجه,02,03,,,0
10203012,ترموستات ديجيتال 902,02,03,,,0
10203013,ترموستات مبرد,02,03,,,0
10203014,سيفتي ترموستات 230,02,03,,,0
10204001,كونتاكتور 9 امبير 220 فولت تليمكانيك,02,04,count,0,1
10204002,كونتاكتور 25 امبير تليمكانيك,02,04,count,2117.76,22
10204003,كونتاكتور 18 امبير تليمكانيك,02,04,count,1637.37,11
10204004,كونتاكتور 25 امبير 440 فولت,02,04,count,0,2
10204005,DC - كونتاكتور 25 امبير - 24 فولت,02,04,count,0,2
10204006,A32 - كونتاكتور سيمنز - 24 فولت,02,04,count,0,1
10204007,كونتاكتور 24 فولت الن برادلى 32 امبير,02,04,count,0,1
10204008,كونتاكتور 25 بول ABB 25 امبير 440 فولت,02,04,count,2087.75,1
10204009,كونتاكتور 50 امبير 220 فولت تليمكانيك لزوم حلة قلاب,02,04,count,0,1
10204010,كونتاكتور 32 امبير,02,04,,,0
10204011,كونتاكتور 2 بول,02,04,,,0
10205001,اسبوت على التيار لزوم المطبخ,02,05,count,9,6
10205002,اسبوت كهرباء,02,05,count,3,4
10205003,اسبوت هيالوجين 50 مم ثابت,02,05,count,30,3
10205004,اسبوت 11 وات كامل - صينى,02,05,count,17.5,16
10205005,كشاف ليد 120 سم كامل,02,05,count,240,4
10205006,كشاف ليد 60 سم,02,05,count,180,4
10205007,كشاف فلورسنت مدور 169سم بطبات اسود كامل لمبه 120سم,02,05,count,189.78,5
10205008,كشاف فلورسنت مدور أسود110سم بروزومتك كامل,02,05,count,155,1
10205009,لمبة اشارة حمراء مربعة,02,05,count,35,22
10205010,لمبه اشارة كامله,02,05,count,4,11
10205011,لمبه انذار 220فولت بذار,02,05,count,55,5
10205012,لمبه حرارى جينرال اليكتريك 250 وات,02,05,count,585,1
10205013,لمبه حرارى جينرال اليكتريك - 120 امبير - 220فولت,02,05,count,643.5,10
10205014,لمبه حرارى بالسلك,02,05,count,45,139
10205015,لمبة حرارى بالسلك احمر 380 فولت,02,05,count,142,24
10205016,لمبة حرارى بالسلك 440فولت,02,05,count,0,8
10205017,لمبة فرن حرارى كاملة,02,05,count,163.8,14
10205018,لمبه فلورسنت 60سم توشيبا,02,05,count,75,54
10205019,TJ - لمبه فلورسنت 120سم - 28 وات,02,05,count,26.87,20
10205020,لمبه فلورسنت 60سم 14وات,02,05,count,29.5,4
10205021,لمبة قلاوظ 100 وات,02,05,count,5,19
10205022,لمبة هالوجين 50 وات,02,05,count,7.54,5
10205023,لمبة هالوجين كاسات 7 وات,02,05,count,55,3
10205024,استايتر كهرباء 40 وات,02,05,count,3.5,9
10205025,قاعده استارتر,02,05,count,1,33
10205026,دوايا فلورسنت بدون قاعده,02,05,count,0.34,11
10205027,دواية لمبه نجفه,02,05,count,1,2
10205028,دواية قلاوظ صينى,02,05,count,0,742
10205029,لمبة بيان اخضر,02,05,count,25,3
10205030,كشاف عين بقرة المانى,02,05,count,225,49
10205031,كشاف ليد 200 وات,02,05,count,2750,1
10205032,لمبه تسخين 1000 وات,02,05,,,0
10205033,لمبه قلاوظ 15 وات,02,05,,,0
10205034,لمبه ليد 9 وات,02,05,,,0
10205035,لمبه بارز,02,05,,,0
10205036,لمبه سويتش بكره,02,05,,,0
10205037,لمبه بيان فولف,02,05,,,0
10206001,جلاند معدن 1 /2 بوصة,02,06,count,15,81
10206002,جلاند معدن 3 /4 بوصة,02,06,count,15,37
10206003,جلاند بلاستيك 21 مم ايطالى,02,06,count,25,2
10206004,جلاند 16مم بلاستيك ايطالى,02,06,count,15,51
10206005,جلاند 13.5مم بلاستيك,02,06,count,10,74
10206006,جلاند 9مم بلاستيك,02,06,count,12,120
10206007,جلاند 29مم بلاستيك,02,06,count,40,21
10207001,سلك ارث 16مم اصفر واخضر,02,07,meter,30,4
10207002,كابل ترموبلاستيك 3×3مم سويدى,02,07,meter,90,94
10207003,كابل ترموبلاستيك 3×4مم سويدى,02,07,meter,111,32
10207004,كابل ترموبلاستيك 4×4 مم سويدى,02,07,meter,180,44
10207005,كابل ترموبلاستيك 4×6مم سويدى,02,07,meter,220.5,112
10207006,كابل ترموبلاستيك 4×16مم سويدى,02,07,meter,115,16
10207007,كابل ترموبلاستيك 4 ×10 مم,02,07,meter,325,11
10207008,كابل ترموبلاستيك 4×25مم سويدى,02,07,meter,295,4
10207009,كابل ترموبلاستيك 5 ×6 مم,02,07,meter,380.25,6
10207010,كابل ترموبلاستيك 5×16مم سويدى,02,07,meter,95,9
10207011,كابل نحاس شعر 7×1.5مم شيلر,02,07,meter,15.5,10
10207012,كابل شعر 25مم ايطالى,02,07,meter,115,10
10207013,سلك حرارى 1 مم ايطالى,02,07,meter,15,100
10207014,سلك حرارى 2 مم ايطالى,02,07,meter,25,200
10207015,سلك حرارى 4 مم ايطالى,02,07,meter,55,200
10207016,سلك ارث 4 مم,02,07,,,0
10207017,سلك دش إيطالي,02,07,,,0
10207018,باكو استوتش 4×40 امبير,02,07,,,0
10207019,باكو استوتش 4×63 امبير,02,07,,,0
10207020,كابل 2 ×1,02,07,,,0
10207021,كابل 3×1,02,07,,,0
10207022,كابل 2 ×3,02,07,,,0
10208001,مفتاح سيلكتور 1 حركه عاده تليماكينك,02,08,count,45,18
10208002,مفتاح سيلكتور 4 حركة 32 امبير المانى,02,08,count,1400,13
10208003,مفتاح سيلكتور 16أمبير 4 حركة 220فولت المانى,02,08,count,600,7
10208004,مفتاح احمر باللمبة تشغيل,02,08,count,35.1,1
10208005,مفتاح اخضر بالمبة تشغيل,02,08,count,27.5,1
10208006,مفتاح لمبه مزدوج,02,08,count,4,647
10208007,On/Off مفتاح طوارىء,02,08,count,0,1
10208008,مفتاح بوش بوتن ألن برادلى أحمر,02,08,count,35,12
10208009,مفتاح بوش بوتن ألن برادلى أخضر,02,08,count,35,19
10208010,مفتاح ارث ليتج 63 امبير 3 فاز,02,08,count,934.21,2
10208011,مفتاح ثلاثى 25 امبير,02,08,count,1300,9
10208012,مفتاح استوب,02,08,count,,0
10208013,مفتاح ارث ليتج 4 بول 40 امبير,02,08,count,,0
10208014,مفتاح 3×25 امبير,02,08,count,,0
10208015,مفتاح 1×10 امبير,02,08,count,,0
10208016,فاز سكون 2 وظيفه,02,08,count,,0
10208017,مفتاح ريتشر,02,08,,,0
10209001,عود مكرونه حرارى 8 مم,02,09,meter,70,500
10209002,عود مكرونة حرارى 10مم,02,09,meter,38,150
10209003,عود مكرونه حرارى 12مم,02,09,meter,25,500
10209004,ريكم أسود 5سم,02,09,meter,5,39.4
10209005,ليفل كنترول لزوم حلة مكرونة,02,09,count,0,2
10209006,ليفل كنترول تركى,02,09,count,470,3
10209007,ترانس داخلى 220 فولت خارجى 24/12,02,09,count,0,1
10209008,DC ترانس 24 فولت تليميكانيك,02,09,count,0,3
10209009,ترانس اسبوت ايطالى لزوم المطابخ,02,09,count,40,1
10209010,عود روزتة بلاستيك 10مم ايطالى,02,09,count,35,38
10209011,عود روزتة بلاستيك 16مم,02,09,count,45,24
10209012,عود مكرونه حرارى 6 مم,02,09,count,,0
10209013,عود روزتة بلاستيك 40مم,02,09,count,150,19
10209014,روزتة خزامى 2 عين - 16 امبير - صينى,02,09,count,45,37
10209015,روزته 10مم على البار - تركى,02,09,count,25,6
10209016,روزته 16مم على البار تركى,02,09,count,0,13
10209017,روزتة 6مم على الباردة,02,09,count,20,28
10209018,روزته 10مم ارث,02,09,count,60,30
10209019,روزتة 2.5مم على الباردة,02,09,count,12,6
10209020,كابستور 10 ميكرفراهن,02,09,count,46.8,3
10209021,ترمله بنز 2.5مم تايوانى,02,09,count,0.5,1200
10209022,ترمله شوكه 2.5مم تايوانى,02,09,count,0.3,355
10209023,ترملة بنز 6مم تايون,02,09,count,1,329
10209024,ترمله حلقه 6مم تايوان,02,09,count,1,200
10209025,ترملة بنز 6مم مفتوحة,02,09,count,0,900
10209026,ترملة شوكة 6مم,02,09,count,2,200
10209027,ترملة حلقة 8مم,02,09,count,0,200
10209028,لفة ترمل كهرباء معدن معزولة,02,09,count,0,15
10209029,ترملة تناية معزولة 6مم,02,09,count,2.5,200
10209030,أفيز بلاستيك مربع تايوانى,02,09,count,4,300
10209031,ترملة نحاس 16/6 - ايطالى,02,09,count,10,1000
10209032,قوس نحاس مقصدر 16 / 8مم ايطالى,02,09,count,2,244
10209033,قوس نحاس بنز 10مم ايطالى,02,09,count,2.5,1300
10209034,كلبس بلاستيك 20مم - مستورد,02,09,count,1.25,139
10209035,كلبس 25مم بلاستيك لبنانى,02,09,count,1.25,163
10209036,سوكت تليفون 8 طرف,02,09,count,0.5,26
10209037,ماتور بالجيربوكس 3 /4ح 220فولت 50لفه/د ايطالى,02,09,count,1600,4
10209038,موتور 4/1ح 14 لفة /الدقيقة 220 فولت ايطالى,02,09,count,850,3
10209039,موتور 2ح 5ك وات ماريلك ايطالى,02,09,count,720,2
10209040,ماتور 4/3ح ايطالى 8 لفة 220 فولت,02,09,count,1050,2
10209041,ميكروسوتش غرفة تبريد,02,09,count,1521,2
10209042,ميكروسوتش بنز صغير,02,09,count,257.4,7
10209043,فلكسبل معدن 4/3 - 25مم,02,09,meter,18.33,60
10209044,فلكسبل معدن 19مم ايطالى,02,09,meter,18.33,30
10209045,فلكسيل حرارى 16مم,02,09,meter,33.33,60
10209046,فلكسبل حرارى 20مم,02,09,meter,50,11
10209047,فلكسبل حرارى 25مم,02,09,meter,46.66,15
10209048,فلكيسيبل حرارى 32 مم ايطالى,02,09,meter,93.33,35
10209049,خرطوم سحب غسالة 1.5,02,09,count,93.6,10
10209050,خرطوم طرد غسالة,02,09,count,87.75,8
10209051,لفه شريط لحام اسود,02,09,count,28,56
10209052,حزام 10سم بلاستيك,02,09,count,0.15,2975
10209053,حزام بلاستيك 20سم,02,09,count,0.4,580
10209054,حزام بلاستيك 30سم,02,09,count,0.85,500
10209055,فيشة دكر 16 امبير تركى,02,09,count,35,55
10209056,فيشة دكر ليجراند 16 امبير - 220فولت ابيض,02,09,count,275,1
10209057,فيشة 2بول 16 امبير + ارضى بالقاعدة,02,09,count,110,7
10209058,فيشة 3 بول ليجراند 220فولت,02,09,count,45,1
10209059,فيشة بالبريزة دكر ونتاية 32امبير 380 فولت,02,09,count,750,2
10209060,فيشة صاروخ 63 امبير 380 فولت,02,09,count,950,5
10209061,سلونيت مياه عدل + زاوية,02,09,count,117,2
10209062,مفتاح 1.6 امبير GV1/2,02,09,count,198,5
10209063,ريليه بالقاعده 220فولت تليماكينك أسبانى,02,09,count,35,9
10209064,لوحه كهرباء 50×70سم صينى,02,09,count,650,3
10209065,بلاور المانى 220 فولت سريع,02,09,count,111.5,1
10209066,جهاز ديجيتال حرارى 220فولت بالحساس قراءة فقط,02,09,count,325,2
10209067,جهاز قياس بالحرارة 3×7سم ديجيتال لزوم ماكينة الحقن,02,09,count,341,1
10209068,حساس حرارى لزوم العداد,02,09,count,234,3
10209069,موتور تقليب هواء بالريشه,02,09,count,490,20
10209070,مروحة تبريد قطر 25 سم 220 فولت - حديد,02,09,count,950,3
10209071,لوحة تحكم ديجيتال لزوم حلة مكرونة,02,09,count,0,1
10209072,ستار هواء 90سم,02,09,count,975,1
10209073,ستار هواء 150 سم,02,09,count,1900,1
10209074,سماعة هورن 220فولت صينى,02,09,count,0,1
10209075,تايمر 3 خانه وش لوحه,02,09,count,315,1
10209076,عداد حرارى بالحساس 5×5,02,09,count,1930.5,1
10209077,مشترك 5 عين بالسلك,02,09,count,,0
10209078,بواط مانع المياه,02,09,count,,0
10209079,ميكروسيتش بسوسته ديل فار,02,09,count,,0
10209080,مشترك 50 متر,02,09,count,,0
10209081,فيشه نتايه 220 V,02,09,count,,0
10209082,سوسته ميكروستش,02,09,count,,0
10209083,سوسته حله بولينج 32 سم,02,09,count,,0
10209084,تايمر متعدد AB,02,09,count,,0
10209085,وحده خدمه هواء دخل وخرج 1/2 بوصه 10بار بوحده المزيته,02,09,count,,0
10209086,لوحه كهرباء 40 ×50 سم تركي,02,09,,,0
10209087,عود دكت 6×6 سم مقفول,02,09,,,0
10209088,عود دكت 4×4 سم مقفول,02,09,,,0
10209090,عود دكت 2.5×2.5 سم مقفول,02,09,,,0
10209091,تايمر 24 ساعه,02,09,,,0
10209092,قفل روزته,02,09,,,0
10209093,افيز بلاستيك 5/8,02,09,,,0
10209094,افيز بلاستيك 1/2 بوصه,02,09,,,0
10209095,مروحه استند كبيره,02,09,,,0
10209096,شفاط 50×50 سم 8000 وات,02,09,,,0
10301001,كنترول غاز 340/100 ايطالى,03,01,count,6500,2
10301002,كنترول قلاية غاز 190/50 ايطالى,03,01,count,6500,8
10301003,ايطالى S22 محبس جريل,03,01,count,2280,18
10301004,تركى S20 محبس بوتاجاز,03,01,count,700,47
10301005,محبس إيطالي 20 S,03,01,count,,0
10301006,بالاكرة ايطالى S21 محبس بوتاجاز,03,01,count,1380,5
10301007,محبس ضغط عالى,03,01,count,208,21
10301008,محبس إيطالي S21,03,01,,,0
10301009,محبس نحاس 1 بوصه,03,01,,,0
10302001,S20 أكرة محبس بوتاجاز ايطالى,03,02,count,20,129
10302002,S22 أكرة محبس بوتاجاز فتحة كبيرة,03,02,count,20,23
10302003,أكرة مفتاح سيلكتور ألمانى,03,02,count,8,89
10302004,استيكر لاصق محلى,03,02,count,35,204
10302005,اكره محبس S22,03,02,,,0
10303001,منظم غاز ضغط عالى من 1 الى 10 بخرطوم 1.5متر,03,03,count,975,1
10303002,منظم غاز 112مم بار تركى,03,03,count,735,54
10303003,محبس غاز نظام قديم,03,03,count,350,3
10303004,منظم منزلي 30 ممم بدون رجلاش,03,03,,,0
10304001,كوشه بوتاجاز كبيرة مستورده,03,04,count,8.04,24
10304002,كوشه بوتاجاز وسط مستورده,03,04,count,6.33,2
10304003,كوشه بوتاجاز صغيرة مستورده,03,04,count,5.06,29
10304004,كوشه بوتاجاز نحاس صغيره محلى,03,04,count,65,38
10304005,كوشة نحاس وسط بزور محلى - شاورما,03,04,count,105.3,3
10304006,شعله بوتاجازنحاس كبيرة كاملة,03,04,count,650,62
10304007,شعله بوتاجازنحاس صغيرة كاملة,03,04,count,600,73
10304008,شعله ليزر 35سم س/س - ايطالى,03,04,count,550,60
10304009,شعله ليزر 45سم س/س - ايطالى,03,04,count,650,17
10304010,شعلة مضرب زهر مدور,03,04,count,340,9
10304011,شعله مضرب 2 مدخل - زهر,03,04,count,,1
10304012,شعله مضرب 3 مدخل - زهر,03,04,count,,2
10304013,شعله قلايه س /س محلى,03,04,count,275,19
10304014,شعلة بوتاجاز ايطالى,03,04,count,409.5,3
10304015,شعلة صاروخ,03,04,count,117,9
10304016,شبكه بوتاجاز مطليا مينا محلى,03,04,count,75,304
10304017,شبكة بوتاجاز زهر محلى 33 ×37 ×4 سم,03,04,count,750,2
10304018,شياطة حديد زهر,03,04,count,50.6,32
10304019,شبكه بوتاجاز زهر محلى,03,04,count,28,34
10304020,شبكة شياطة زهر 14 ×43 سم,03,04,count,525,7
10304021,شبكة شياطة زهر 12.5 ×50 سم,03,04,count,525,8
10304022,شبكة شياطة زهر 15×54,03,04,count,525,5
10304023,قاعدة شعلة بوتاجاز ايطالى,03,04,count,275,3
10304024,قاعدة شعلة صاروخ,03,04,count,351,4
10306001,بلاطة فرن بيتزا مقاس 59×79 ×3 سم بدون فريم,03,06,count,590,1
10306002,بلاطه شاورمه مربعه صينى,03,06,count,60,16
10306003,بلاطه شاورمه فرنساوى,03,06,count,1930.5,14
10306004,بلاطة شاورمة تركى,03,06,count,475,21
10306005,بلاطة شاورمة ....,03,06,count,0,1
10306006,موقد طراز 804,03,06,count,270,3
10306007,بلاطه حديد سمك 22 مم 112×62 ساده,03,06,,,0
10306008,بلاطه حديد1/2 ×1/2 سمك 22م 72×62 والسلمه ع 72,03,06,,,0
10306009,بلاطه حديد 6 مم لزوم الفرن الكبير 92.5 ×50,03,06,,,0
10306010,بلاطه حديد 6 مم لزوم الفرن الكبير 92.5 ×15,03,06,,,0
10306011,بلاطه حديد 6 مم لزوم الفرن الكبير 92.5 ×45,03,06,,,0
10306012,بلاطه حديد 6 مم لزوم الفرن الكبير 53 ×45,03,06,,,0
10307001,بايلوت غاز ايطالى,03,07,count,,0
10307002,حساس 9مم 90 سم,03,07,count,110,88
10307003,حساس 9مم 60 سم,03,07,count,110,195
10307004,حساس 60سم - ايطالى,03,07,count,351,3
